"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","Mankad ! Loads of Yard of Ale triumphs ! @sammymarshall9 <U+0001F44B><U+0001F44B> Ones win ! 2’s came 2nd! #greatday https://t.co/VrBxQiHA9x",FALSE,2,NA,2019-05-05 00:09:47,FALSE,NA,"1124828501985591296",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ReadCricketClub",0,FALSE,FALSE,NA,NA
"2","@ashwinravi99 - The League matches are finished and here we go, Mankad has shown its Karma i.e “KXIP standing on to… https://t.co/mPWS5V4SWm",FALSE,0,"ashwinravi99",2019-05-04 21:49:21,TRUE,NA,"1124793161434316801","358814014","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jLunia",0,FALSE,FALSE,NA,NA
"3","RT @ohgoditsmayhem: Rohit Sharma trying to Mankad bowler. Truly next level skipper. https://t.co/QjWh5w31LB",FALSE,0,NA,2019-05-04 21:47:48,FALSE,NA,"1124792770030231554",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NishilBright",345,TRUE,FALSE,NA,NA
"4","Imagine a team that once won Eden valley prem, resorting to a mankad in Eden Valley 1 <U+0001F926><U+0001F3FB><U+200D><U+2642><U+FE0F> didn't get them far tho… https://t.co/kCmOP2Abwt",FALSE,1,NA,2019-05-04 21:36:57,TRUE,NA,"1124790039903461376",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Dave_Mufc",0,FALSE,FALSE,NA,NA
"5","RT @basedIITian: The worst thing about the whole English outrage about that Buttler mankad was that they actually made people believe it wa…",FALSE,0,NA,2019-05-04 21:35:13,FALSE,NA,"1124789601501990913",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","punyhumanlol",4,TRUE,FALSE,NA,NA
"6","RT @basedIITian: The worst thing about the whole English outrage about that Buttler mankad was that they actually made people believe it wa…",FALSE,0,NA,2019-05-04 21:32:26,FALSE,NA,"1124788903192420353",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","atuleshjha",4,TRUE,FALSE,NA,NA
"7","RT @basedIITian: The worst thing about the whole English outrage about that Buttler mankad was that they actually made people believe it wa…",FALSE,0,NA,2019-05-04 21:17:59,FALSE,NA,"1124785265736810496",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","HomerOpines",4,TRUE,FALSE,NA,NA
"8","RT @saurabh_42: This is the best Twitter thread you'll read today. On the Foakes stumping. #mankad https://t.co/sKWgfHOvfG",FALSE,0,NA,2019-05-04 20:43:27,FALSE,NA,"1124776574388019200",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MrSandhubaadh",9,TRUE,FALSE,NA,NA
"9","The worst thing about the whole English outrage about that Buttler mankad was that they actually made people believ… https://t.co/qY2JBHWHhJ",FALSE,7,NA,2019-05-04 20:19:20,TRUE,NA,"1124770504051576832",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","basedIITian",4,FALSE,FALSE,NA,NA
"10","RT @saurabh_42: This is the best Twitter thread you'll read today. On the Foakes stumping. #mankad https://t.co/sKWgfHOvfG",FALSE,0,NA,2019-05-04 20:11:30,FALSE,NA,"1124768533865422848",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dipakragav",9,TRUE,FALSE,NA,NA
"11","@justinsmyth1 I assume if Foakes keeps against them, it will, unless there’s a rule change. I was pro Ashwin’s Mank… https://t.co/4vm5P4iAbN",FALSE,0,"justinsmyth1",2019-05-04 20:09:06,TRUE,"1124766116474163200","1124767929860591618","311396649","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ArthurshireCC",0,FALSE,FALSE,NA,NA
"12","RT @vanillawallah: English cricket &amp; media's hypocrisy regarding the Mankad was on display when they were fine with this stumping. Just cau…",FALSE,0,NA,2019-05-04 20:01:12,FALSE,NA,"1124765940506218499",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","avantikatikmany",2,TRUE,FALSE,NA,NA
"13","@ciaraneironfitz @WK_Union What astounds me in the comparison is this. In a mankad, the ball does not at any point… https://t.co/90SOycjgvI",FALSE,0,"ciaraneironfitz",2019-05-04 19:43:28,TRUE,"1124325595435999233","1124761479767568384","258508923","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Bezzo69",0,FALSE,FALSE,NA,NA
"14","KP on dug out said that he does not see many people talking favourably (regarding Ashwin’s mankad), but did not shy… https://t.co/MgmlSpAyX1",FALSE,2,"vanillawallah",2019-05-04 19:42:50,TRUE,"1124760672540200963","1124761321617203208","348525555","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","vanillawallah",0,FALSE,FALSE,NA,NA
"15","Michael Vaughan asked Indians if they would support Ashwin’s mankad, but then goes on to call Foakes a smart cricke… https://t.co/nKemFK5H9K",FALSE,3,"vanillawallah",2019-05-04 19:40:16,TRUE,"1124758516839911424","1124760672540200963","348525555","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","vanillawallah",0,FALSE,FALSE,NA,NA
"16","English cricket &amp; media's hypocrisy regarding the Mankad was on display when they were fine with this stumping. Jus… https://t.co/cfIuqDvS3Q",FALSE,1,NA,2019-05-04 19:31:42,TRUE,NA,"1124758516839911424",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","vanillawallah",2,FALSE,FALSE,NA,NA
"17","RT @saurabh_42: This is the best Twitter thread you'll read today. On the Foakes stumping. #mankad https://t.co/sKWgfHOvfG",FALSE,0,NA,2019-05-04 19:25:43,FALSE,NA,"1124757013437665280",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Thanda_soru",9,TRUE,FALSE,NA,NA
"18","RT @saurabh_42: This is the best Twitter thread you'll read today. On the Foakes stumping. #mankad https://t.co/sKWgfHOvfG",FALSE,0,NA,2019-05-04 19:22:29,FALSE,NA,"1124756200522784769",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","lk_karthik",9,TRUE,FALSE,NA,NA
"19","@bhogleharsha @ashwinravi99 Tomorrow KX1 Punjab will lose and will remain in last position . Effect of MANKAD in 1st Match.
#karmabites",FALSE,0,"bhogleharsha",2019-05-04 19:20:10,FALSE,NA,"1124755617971867653","78941611","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","NSPadmanaban",0,FALSE,FALSE,NA,NA
"20","@KP24 @MichaelVaughan spirit of the game eh??? #Mankad #IREvENG https://t.co/LQIzHDAjbo",FALSE,0,"KP24",2019-05-04 19:15:08,FALSE,NA,"1124754348410658816","171117515","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Fazminator",0,FALSE,FALSE,NA,NA
"21","Dont support mankind like Ashwin ManKad though in sports or real life .
It’s reflective of inner self",FALSE,0,"Rajeshshen",2019-05-04 18:57:47,FALSE,"1124748919655882752","1124749984388321281","47772565","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Rajeshshen",0,FALSE,FALSE,NA,NA
"22","@cricketingview The same thing wrong with Ashwin’s mankad i.e. nothing.",FALSE,3,"cricketingview",2019-05-04 18:57:15,FALSE,"1124749671560351744","1124749850015350785","188101787","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SGH31_",0,FALSE,FALSE,NA,NA
"23","RT @TheSharpeEnd: After all of England’s moaning about Ashwin’s mankad, fully expect Eoin Morgan and co. to come out and hammer Foakes for…",FALSE,0,NA,2019-05-04 18:42:11,FALSE,NA,"1124746056346980352",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Ashish515",93,TRUE,FALSE,NA,NA
"24","RT @HimeshMankad: My sister, Rutvi Mankad and her friend, #UrviShah, dance like a dream on #Ayat from #BajiraoMastani... Watch, Like, Share…",FALSE,0,NA,2019-05-04 18:32:51,FALSE,NA,"1124743708425932801",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","upalakbr999",15,TRUE,FALSE,NA,NA
"25","This is as disgraceful (if not more) than Ashwin's Mankad... https://t.co/is0yhq2Bmz",FALSE,0,NA,2019-05-04 18:31:00,FALSE,NA,"1124743241167818752",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","filmantic",0,FALSE,FALSE,NA,NA
"26","All Poms who cried in spirit of cricket , mother cricket and Karma on Mankad incident are quite over #BenFoakes stu… https://t.co/ID5NSdeLKh",FALSE,0,NA,2019-05-04 18:22:56,TRUE,NA,"1124741212554948608",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","indoriitweeter",0,FALSE,FALSE,NA,NA
"27","RT @HimeshMankad: My sister, Rutvi Mankad and her friend, #UrviShah, dance like a dream on #Ayat from #BajiraoMastani... Watch, Like, Share…",FALSE,0,NA,2019-05-04 17:57:10,FALSE,NA,"1124734729268416513",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","devi_2",15,TRUE,FALSE,NA,NA
"28","RT @HimeshMankad: My sister, Rutvi Mankad and her friend, #UrviShah, dance like a dream on #Ayat from #BajiraoMastani... Watch, Like, Share…",FALSE,0,NA,2019-05-04 17:20:34,FALSE,NA,"1124725517653909504",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","satyendradb",15,TRUE,FALSE,NA,NA
"29","@dhaivat_mankad @bhogleharsha @giridharsri Are you out of your fucking mind? It's not street cricket. Have you ever… https://t.co/BtgYK4YbnB",FALSE,0,"dhaivat_mankad",2019-05-04 17:19:42,TRUE,"1124724092630913024","1124725299508211713","877611337","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","amanjain_101",0,FALSE,FALSE,NA,NA
"30","@bhogleharsha @giridharsri There definitely is time for the batsmen to react when a slow medium pacer or a spinner is bowling.",FALSE,1,"bhogleharsha",2019-05-04 17:14:54,FALSE,"1124722699174010880","1124724092630913024","78941611","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dhaivat_mankad",0,FALSE,FALSE,NA,NA
"31","RT @TheSharpeEnd: After all of England’s moaning about Ashwin’s mankad, fully expect Eoin Morgan and co. to come out and hammer Foakes for…",FALSE,0,NA,2019-05-04 17:11:54,FALSE,NA,"1124723335298830336",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jaypatel9491",93,TRUE,FALSE,NA,NA
"32","@bhogleharsha No ball decision should be in real time not before the next ball. If batsman knows it's a no ball he… https://t.co/38rgy2U0Gc",FALSE,1,"bhogleharsha",2019-05-04 17:10:41,TRUE,"1124708839645822976","1124723029664260097","78941611","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dhaivat_mankad",0,FALSE,FALSE,NA,NA
"33","RT @2019_LCAG: Next time the England cricket team tours India, it should call up @PhilipHammondUK and @MelJStride. Of course, both have pro…",FALSE,0,NA,2019-05-04 16:55:55,FALSE,NA,"1124719314400088065",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RedHawkWinter",6,TRUE,FALSE,NA,NA
"34","RT @HimeshMankad: My sister, Rutvi Mankad and her friend, #UrviShah, dance like a dream on #Ayat from #BajiraoMastani... Watch, Like, Share…",FALSE,0,NA,2019-05-04 16:32:47,FALSE,NA,"1124713493306007553",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SanmitAdawadkar",15,TRUE,FALSE,NA,NA
"35","RT @HimeshMankad: My sister, Rutvi Mankad and her friend, #UrviShah, dance like a dream on #Ayat from #BajiraoMastani... Watch, Like, Share…",FALSE,0,NA,2019-05-04 16:22:20,FALSE,NA,"1124710864282689536",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GuruAhmedShoaib",15,TRUE,FALSE,NA,NA
"36","RT @vivekiyer20: Like Mankad, will this kind of delayed stumping come to be called “foaked”? The batsman is “foaked” <U+0001F602> https://t.co/0tGEK6K…",FALSE,0,NA,2019-05-04 16:17:26,FALSE,NA,"1124709630506987520",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","srirama74",1,TRUE,FALSE,NA,NA
"37","RT @HimeshMankad: My sister, Rutvi Mankad and her friend, #UrviShah, dance like a dream on #Ayat from #BajiraoMastani... Watch, Like, Share…",FALSE,0,NA,2019-05-04 16:14:05,FALSE,NA,"1124708788580208641",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HudHuddDabangg",15,TRUE,FALSE,NA,NA
"38","RT @HimeshMankad: My sister, Rutvi Mankad and her friend, #UrviShah, dance like a dream on #Ayat from #BajiraoMastani... Watch, Like, Share…",FALSE,0,NA,2019-05-04 16:12:48,FALSE,NA,"1124708464687628290",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Ankitja70073021",15,TRUE,FALSE,NA,NA
